numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07255;20191202000000;102180;150;2;360;3.600000;276.650000;275.450000;92;13720;0;mq;mq;mq;mq;mq;mq;mq;mq;100120;mq;mq;850;mq;mq;mq;mq;277.850000;mq;mq;6.500000;6.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;1.000000;3.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20191202000000;101940;120;1;330;2.800000;277.750000;276.450000;91;60000;0;mq;mq;90;1;800;mq;mq;mq;99150;mq;mq;320;mq;mq;mq;mq;279.950000;mq;mq;3.900000;6.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;10.300000;mq;mq;mq;mq;1;mq;810;6;mq;1620;7;mq;1980;mq;mq;mq;
07299;20191202000000;102000;110;3;320;1.900000;275.850000;275.250000;96;3290;51;mq;mq;100;8;150;mq;mq;mq;98630;mq;mq;100;mq;mq;mq;mq;276.350000;mq;mq;3.200000;5.000000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;8;mq;150;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20191202000000;102250;220;1;30;10.000000;279.150000;277.350000;88;15000;2;2;mq;100;8;450;35;mq;mq;101960;mq;mq;1140;mq;mq;mq;mq;mq;mq;mq;14.500000;14.600000;-10;2;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;1.200000;mq;mq;mq;mq;8;6;500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20191202000000;102290;220;1;20;7.000000;276.350000;274.850000;90;13370;0;mq;mq;100;8;450;mq;mq;mq;100790;mq;mq;1090;mq;mq;mq;mq;277.250000;mq;mq;10.300000;10.300000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;1.000000;1.800000;mq;mq;mq;mq;8;mq;360;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20191202000000;102010;150;3;10;4.500000;277.450000;277.150000;98;9150;0;mq;mq;mq;mq;mq;mq;mq;mq;97110;mq;mq;630;mq;mq;mq;mq;279.450000;mq;mq;7.400000;9.000000;-10;1;mq;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20191202000000;101870;100;1;360;3.500000;280.050000;279.350000;95;15160;0;mq;mq;100;8;250;mq;mq;mq;97930;mq;mq;560;mq;mq;mq;mq;280.550000;mq;mq;6.000000;6.000000;-10;2;0.000000;mq;mq;0.200000;0.200000;0.200000;0.200000;8.500000;mq;mq;mq;mq;5;mq;240;7;mq;420;8;mq;780;mq;mq;mq;
07471;20191202000000;mq;60;0;340;2.700000;277.450000;276.450000;93;20000;0;mq;mq;100;8;450;mq;mq;mq;91960;mq;785;320;mq;mq;mq;mq;277.850000;mq;mq;3.900000;5.100000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;11.100000;mq;mq;mq;mq;8;mq;540;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20191202000000;101790;110;1;350;2.200000;279.350000;279.050000;98;6480;3;2;2;90;7;250;35;mq;mq;98870;mq;mq;330;mq;mq;mq;mq;mq;mq;mq;3.200000;3.600000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;19.900000;mq;mq;mq;mq;2;7;270;4;6;510;7;6;810;mq;mq;mq;
07510;20191202000000;101950;140;3;10;5.200000;281.550000;281.250000;98;16440;0;mq;mq;100;8;250;mq;mq;mq;101360;mq;mq;690;mq;mq;mq;mq;279.150000;mq;mq;7.700000;7.700000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.600000;3.800000;mq;mq;mq;mq;7;mq;210;8;mq;420;mq;mq;mq;mq;mq;mq;
07535;20191202000000;101810;80;1;300;0.600000;279.850000;279.450000;97;70;45;mq;mq;101;9;30;mq;mq;mq;98640;mq;mq;370;mq;mq;mq;mq;278.150000;mq;mq;1.700000;2.800000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20191202000000;101700;80;1;360;4.500000;276.050000;274.850000;92;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;93210;mq;mq;220;mq;mq;mq;mq;275.250000;mq;mq;5.800000;5.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;3.300000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20191202000000;101580;70;1;10;4.600000;282.050000;278.450000;78;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;100680;mq;mq;190;mq;mq;mq;mq;280.350000;mq;mq;8.400000;8.400000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;43.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20191202000000;mq;-150;6;mq;mq;276.450000;274.150000;85;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;91330;mq;771;-290;mq;mq;mq;mq;273.350000;mq;mq;mq;mq;-10;mq;mq;mq;mq;0.000000;0.200000;6.000000;19.100000;37.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20191202000000;101840;130;1;40;1.000000;280.050000;279.750000;98;15640;0;mq;mq;100;2;150;mq;mq;mq;101110;mq;mq;500;mq;mq;mq;mq;280.150000;mq;mq;1.400000;2.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;2;mq;120;8;mq;2160;mq;mq;mq;mq;mq;mq;
07621;20191202000000;101890;130;1;170;1.700000;274.750000;274.450000;98;10470;0;mq;mq;mq;1;2250;mq;mq;mq;97410;mq;mq;380;mq;mq;mq;mq;276.850000;mq;mq;2.100000;3.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;2100;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20191202000000;101910;130;2;0;0.000000;276.150000;275.750000;97;6730;mq;mq;mq;100;8;1750;mq;mq;mq;96850;mq;mq;400;mq;mq;mq;mq;277.650000;mq;mq;0.000000;0.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;7;mq;1680;8;mq;2100;mq;mq;mq;mq;mq;mq;
07630;20191202000000;101830;150;1;260;1.500000;279.150000;279.150000;100;220;45;mq;mq;101;9;30;mq;mq;mq;99990;mq;mq;320;mq;mq;mq;mq;274.950000;mq;mq;2.200000;2.700000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20191202000000;101510;80;3;60;1.700000;278.950000;278.650000;98;4910;10;mq;mq;mq;2;1750;mq;mq;mq;101410;mq;mq;270;mq;mq;mq;mq;280.150000;mq;mq;2.600000;3.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;1.800000;mq;mq;mq;mq;2;mq;1680;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20191202000000;101310;30;2;350;4.200000;284.450000;282.750000;89;60000;0;mq;mq;100;8;800;mq;mq;mq;100920;mq;mq;-200;mq;mq;mq;mq;284.250000;mq;mq;5.200000;5.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;20.900000;67.500000;mq;mq;mq;mq;7;mq;660;8;mq;870;mq;mq;mq;mq;mq;mq;
07661;20191202000000;101260;40;0;80;6.600000;284.750000;284.150000;96;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99610;mq;mq;-460;mq;mq;mq;mq;mq;mq;mq;9.000000;9.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20191202000000;101340;-60;8;20;5.500000;283.950000;281.350000;84;40000;21;6;2;90;7;mq;35;mq;mq;101030;mq;mq;-580;mq;mq;mq;mq;282.950000;mq;mq;8.100000;8.100000;-10;2;0.000000;mq;mq;-0.100000;6.800000;28.300000;41.600000;67.400000;mq;mq;mq;mq;2;6;1800;6;6;2400;mq;mq;mq;mq;mq;mq;
07747;20191202000000;101580;80;1;320;1.900000;281.650000;277.050000;73;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101040;mq;mq;230;mq;mq;mq;mq;280.150000;mq;mq;3.000000;3.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20191202000000;101370;0;0;40;2.600000;286.250000;282.350000;77;50650;0;mq;mq;100;1;1250;mq;mq;mq;101260;mq;mq;-620;mq;mq;mq;mq;283.750000;mq;mq;3.300000;5.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;1410;8;mq;5100;mq;mq;mq;mq;mq;mq;
07790;20191202000000;101340;-50;8;220;2.100000;284.450000;282.550000;88;52020;0;mq;mq;100;8;5100;mq;mq;mq;101190;mq;mq;-650;mq;mq;mq;mq;284.850000;mq;mq;2.900000;2.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;mq;5100;7;mq;6060;8;mq;6600;mq;mq;mq;
61968;20191202000000;101030;90;6;180;0.900000;300.550000;296.750000;80;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100980;mq;mq;-110;mq;297.750000;mq;306.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20191202000000;101240;120;6;160;4.600000;298.750000;296.450000;87;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101170;mq;mq;-10;mq;295.250000;mq;303.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20191202000000;101240;90;6;110;9.500000;300.450000;295.850000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101150;mq;mq;-40;mq;300.150000;mq;305.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20191202000000;101620;-80;6;130;6.200000;296.950000;290.450000;67;60000;0;mq;mq;75;5;1250;mq;mq;mq;101470;mq;mq;20;mq;mq;mq;mq;mq;mq;mq;8.400000;9.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;1020;3;mq;1260;5;mq;1470;mq;mq;mq;
61996;20191202000000;101460;120;8;280;6.500000;284.550000;278.650000;67;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101110;mq;mq;160;mq;282.150000;mq;289.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;3.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20191202000000;99920;460;3;200;14.500000;276.450000;275.550000;94;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98140;mq;mq;80;mq;276.450000;mq;284.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;1.000000;2.200000;2.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20191202000000;98900;-630;6;30;17.500000;278.550000;277.150000;91;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98540;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;24.200000;-10;mq;mq;mq;mq;4.000000;mq;14.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20191202000000;101050;-110;6;300;2.600000;299.750000;298.350000;92;20000;0;mq;mq;mq;0;mq;mq;mq;mq;100970;mq;mq;-100;mq;mq;mq;mq;mq;mq;mq;3.300000;3.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20191202000000;100690;360;1;320;6.400000;271.650000;268.150000;77;50000;2;2;2;100;7;800;35;mq;mq;100600;mq;mq;3030;mq;mq;mq;mq;274.250000;mq;mq;10.500000;12.400000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;7;6;620;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78890;20191202000000;101520;140;3;80;5.800000;300.850000;297.250000;81;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101200;mq;mq;260;mq;299.350000;mq;304.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.200000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20191202000000;101570;150;3;70;2.900000;299.650000;296.550000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101060;mq;mq;310;mq;297.850000;mq;305.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20191202000000;101530;150;3;20;1.400000;299.650000;296.550000;83;44890;mq;mq;mq;mq;mq;mq;mq;mq;mq;101440;mq;mq;250;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20191202000000;101500;150;2;90;4.700000;300.650000;297.750000;84;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101060;mq;mq;210;mq;297.450000;mq;302.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.400000;19.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20191202000000;101500;180;3;70;2.600000;299.050000;297.050000;89;60000;0;mq;mq;mq;4;450;mq;mq;mq;101410;mq;mq;240;303.950000;mq;303.950000;mq;mq;mq;mq;4.300000;4.900000;-10;mq;mq;mq;mq;0.200000;0.200000;0.200000;0.200000;9.700000;mq;mq;mq;mq;1;mq;480;3;mq;810;mq;8;mq;mq;mq;mq;
81401;20191202000000;101320;190;1;60;1.100000;297.950000;297.050000;95;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101260;mq;mq;180;mq;295.350000;mq;306.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20191202000000;101360;140;3;70;1.500000;298.950000;297.550000;92;42180;0;mq;mq;mq;1;800;mq;mq;mq;101270;mq;mq;140;304.850000;mq;304.850000;mq;299.850000;mq;mq;2.200000;2.800000;-10;mq;mq;mq;mq;0.400000;1.400000;1.600000;3.400000;3.400000;mq;mq;mq;mq;1;mq;660;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81408;20191202000000;101320;140;3;0;0.000000;299.150000;297.950000;93;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101240;mq;mq;140;mq;294.750000;mq;304.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;3.200000;3.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20191202000000;101360;190;1;60;1.800000;298.050000;297.050000;94;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100140;mq;mq;270;mq;295.850000;mq;306.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20191202000000;99140;-80;8;110;19.500000;270.650000;262.850000;51;30000;2;1;1;100;1;1250;35;27;60;98600;mq;mq;mq;269.550000;mq;270.950000;mq;mq;mq;mq;30.400000;31.900000;-60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;6;1200;8;4;3300;mq;mq;mq;mq;mq;mq;
07005;20191202030000;102730;120;3;260;1.400000;272.850000;272.050000;94;17350;0;mq;mq;mq;mq;mq;mq;mq;mq;101810;mq;mq;1090;mq;mq;mq;mq;272.850000;mq;mq;1.900000;2.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20191202030000;102650;120;1;290;1.700000;271.950000;271.350000;96;2320;10;mq;mq;mq;0;mq;mq;mq;mq;102050;mq;mq;820;mq;mq;mq;mq;270.950000;mq;mq;2.700000;2.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20191202030000;102900;90;3;40;7.500000;280.650000;275.950000;72;10000;2;0;mq;50;4;800;32;20;10;102790;mq;mq;1490;mq;mq;mq;mq;mq;mq;mq;11.900000;13.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;4;8;800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20191202030000;102780;120;1;10;1.500000;278.650000;277.650000;93;55240;0;mq;mq;100;8;800;mq;mq;mq;101940;mq;mq;1360;mq;mq;mq;mq;275.750000;mq;mq;2.500000;3.700000;-10;1;0.000000;mq;mq;0.200000;0.400000;0.800000;0.800000;5.800000;mq;mq;mq;mq;7;mq;870;8;mq;1320;mq;8;mq;mq;mq;mq;
07037;20191202030000;102720;150;1;10;2.300000;274.150000;271.450000;82;60000;0;mq;mq;mq;0;mq;mq;mq;mq;100800;mq;mq;1210;mq;mq;mq;mq;274.250000;mq;mq;3.500000;4.000000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;2.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20191202030000;102500;180;3;300;2.000000;273.250000;271.950000;91;6920;0;mq;mq;mq;0;mq;mq;mq;mq;101290;mq;mq;990;mq;mq;mq;mq;272.150000;mq;mq;2.900000;4.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.200000;2.000000;5.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20191202030000;102900;90;3;40;5.200000;280.650000;275.750000;71;60000;0;mq;mq;100;8;1250;mq;mq;mq;101690;mq;mq;1540;mq;mq;mq;mq;280.050000;mq;mq;8.400000;10.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;1230;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20191202030000;102890;130;3;40;8.700000;281.850000;274.750000;61;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102170;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;13.400000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20191202030000;102730;120;3;10;3.300000;278.650000;275.250000;79;59500;0;mq;mq;100;8;1250;mq;mq;mq;102270;mq;mq;1570;mq;mq;mq;mq;275.950000;mq;mq;5.500000;7.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.800000;mq;mq;mq;mq;8;mq;1140;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20191202030000;102690;130;3;20;3.700000;274.950000;270.650000;73;20000;0;mq;mq;mq;0;mq;mq;mq;mq;100860;mq;mq;1400;mq;mq;mq;mq;278.150000;mq;mq;5.900000;6.700000;-10;12;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20191202030000;102560;180;1;10;4.800000;273.950000;271.550000;84;9240;2;0;0;0;0;mq;30;20;10;101420;mq;mq;1160;mq;mq;mq;mq;mq;mq;mq;7.300000;8.500000;-10;1;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.200000;1.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20191202030000;102380;190;3;360;3.300000;275.750000;274.250000;90;20000;0;mq;mq;100;5;450;mq;mq;mq;100900;mq;mq;1020;mq;mq;mq;mq;275.350000;mq;mq;5.800000;6.300000;-10;mq;0.000000;mq;mq;0.000000;0.400000;0.400000;0.400000;1.200000;mq;mq;mq;mq;1;mq;360;5;mq;1170;7;mq;1560;mq;mq;mq;
07181;20191202030000;102330;180;1;30;1.900000;273.050000;272.350000;95;7740;0;mq;mq;mq;4;150;mq;mq;mq;98060;mq;mq;720;mq;mq;mq;mq;273.050000;mq;mq;3.500000;4.100000;-10;mq;mq;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;8.100000;mq;mq;mq;mq;2;mq;180;4;mq;1410;5;mq;1740;mq;mq;mq;
07190;20191202030000;102250;180;3;330;3.000000;274.950000;273.650000;91;16020;0;mq;mq;100;1;1250;mq;mq;mq;100360;mq;mq;400;mq;mq;mq;mq;274.550000;mq;mq;4.500000;5.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;4.600000;mq;mq;mq;mq;1;mq;1170;8;mq;2520;mq;mq;mq;mq;mq;mq;
07207;20191202030000;102660;100;3;30;9.500000;280.250000;274.750000;68;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102130;mq;mq;1510;mq;mq;mq;mq;mq;mq;mq;15.400000;15.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20191202030000;102560;120;2;10;4.000000;274.750000;271.650000;80;60000;0;mq;mq;mq;0;mq;mq;mq;mq;102230;mq;mq;1520;mq;mq;mq;mq;275.650000;mq;mq;7.100000;8.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20191202030000;102470;120;1;20;4.700000;274.850000;272.550000;85;14610;0;mq;mq;100;8;450;mq;mq;mq;101060;mq;mq;1340;mq;mq;mq;mq;273.650000;mq;mq;9.500000;9.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;3.600000;mq;mq;mq;mq;8;mq;450;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20191202030000;102300;110;3;20;2.900000;276.150000;275.150000;93;8450;0;mq;mq;mq;mq;mq;mq;mq;mq;100230;mq;mq;1080;mq;mq;mq;mq;277.250000;mq;mq;5.200000;8.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20191202030000;102090;140;1;350;4.700000;277.550000;275.750000;88;60000;0;mq;mq;100;8;450;mq;mq;mq;99290;mq;mq;690;mq;mq;mq;mq;279.150000;mq;mq;6.700000;6.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;7.100000;mq;mq;mq;mq;5;mq;450;8;mq;780;mq;mq;mq;mq;mq;mq;
07299;20191202030000;102140;130;2;330;4.300000;275.250000;274.350000;94;5730;0;mq;mq;100;8;250;mq;mq;mq;98760;mq;mq;400;mq;mq;mq;mq;276.350000;mq;mq;6.300000;6.300000;-10;1;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;8;mq;210;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20191202030000;102360;110;3;40;8.800000;278.150000;276.150000;87;mq;mq;2;mq;mq;mq;mq;mq;mq;mq;102070;mq;mq;1310;mq;mq;mq;mq;mq;mq;mq;13.400000;15.500000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;1.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20191202030000;102380;90;3;20;6.600000;275.950000;274.650000;91;10160;0;mq;mq;100;8;450;mq;mq;mq;100880;mq;mq;1250;mq;mq;mq;mq;277.250000;mq;mq;10.100000;10.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;1.000000;1.600000;mq;mq;mq;mq;8;mq;330;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20191202030000;102150;100;1;20;6.200000;275.750000;274.850000;94;15470;0;mq;mq;mq;mq;mq;mq;mq;mq;97210;mq;mq;820;mq;mq;mq;mq;278.050000;mq;mq;10.300000;10.300000;-10;mq;mq;mq;mq;0.000000;0.000000;-0.100000;-0.100000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20191202030000;mq;60;2;340;2.700000;277.250000;276.050000;92;20000;0;mq;mq;100;8;450;mq;mq;mq;92020;mq;791;470;mq;mq;mq;mq;277.750000;mq;mq;3.600000;4.400000;-10;1;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;5.000000;mq;mq;mq;mq;8;mq;540;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20191202030000;101840;50;2;340;5.700000;279.950000;279.350000;96;6000;3;2;2;90;7;150;36;mq;mq;98920;mq;mq;510;mq;mq;mq;mq;mq;mq;mq;8.400000;8.400000;-10;1;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;15.300000;mq;mq;mq;mq;7;7;130;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20191202030000;102050;100;3;30;5.600000;280.050000;278.950000;93;14750;0;mq;mq;100;8;250;mq;mq;mq;101460;mq;mq;910;mq;mq;mq;mq;279.150000;mq;mq;7.400000;10.200000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;3.800000;mq;mq;mq;mq;8;mq;240;mq;mq;mq;mq;mq;mq;mq;mq;mq;
