numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07005;20191201000000;101760;-60;8;70;6.700000;276.850000;273.550000;79;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;100860;mq;mq;-520;mq;mq;mq;mq;275.250000;mq;mq;9.000000;9.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20191201000000;101970;-140;5;50;4.500000;275.950000;273.950000;87;12230;0;mq;mq;100;8;5940;mq;mq;mq;101380;mq;mq;-280;mq;mq;mq;mq;274.150000;mq;mq;6.900000;7.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;7;mq;5940;8;mq;6960;mq;mq;mq;mq;mq;mq;
07020;20191201000000;101500;-10;8;70;10.700000;281.850000;277.650000;75;10000;3;2;mq;100;8;800;35;mq;mq;101390;mq;mq;-420;mq;mq;mq;mq;mq;mq;mq;13.800000;14.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;6;800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20191201000000;101450;-70;8;60;4.400000;278.050000;274.850000;80;30180;0;mq;mq;100;8;2700;mq;mq;mq;100620;mq;mq;-650;mq;mq;mq;mq;277.450000;mq;mq;7.900000;8.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;2700;mq;8;mq;mq;mq;mq;mq;mq;mq;
07037;20191201000000;101560;-120;6;80;6.600000;276.650000;274.150000;84;39540;0;mq;mq;100;8;3960;mq;mq;mq;99680;mq;mq;-670;mq;mq;mq;mq;277.150000;mq;mq;9.100000;11.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;3960;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20191201000000;101720;-90;6;80;1.900000;274.850000;273.250000;89;20000;0;mq;mq;100;8;4920;mq;mq;mq;100530;mq;mq;-560;mq;mq;mq;mq;273.450000;mq;mq;2.500000;5.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;4920;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20191201000000;101290;110;1;50;4.800000;280.250000;278.850000;91;30300;0;mq;mq;100;2;1250;mq;mq;mq;100090;mq;mq;-340;mq;mq;mq;mq;281.650000;mq;mq;6.800000;8.500000;-10;1;0.000000;mq;mq;0.000000;0.000000;-0.100000;1.200000;13.700000;mq;mq;mq;mq;2;mq;1440;4;mq;1620;8;mq;4320;mq;mq;mq;
07117;20191201000000;101320;40;3;80;5.100000;281.150000;280.350000;95;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100610;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;9.800000;-10;mq;mq;mq;mq;mq;2.000000;3.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20191201000000;101150;10;3;40;5.900000;279.350000;278.150000;92;18060;0;mq;mq;100;8;250;mq;mq;mq;100700;mq;mq;-770;mq;mq;mq;mq;280.150000;mq;mq;9.000000;9.900000;-10;2;0.000000;mq;mq;-0.100000;2.000000;5.000000;11.500000;11.500000;mq;mq;mq;mq;8;mq;270;mq;8;mq;mq;mq;mq;mq;mq;mq;
07139;20191201000000;101300;-40;8;40;4.800000;277.450000;275.750000;89;13520;61;mq;mq;100;8;1250;mq;mq;mq;99520;mq;mq;-810;mq;mq;mq;mq;280.250000;mq;mq;7.700000;8.000000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;0.400000;mq;mq;mq;mq;5;mq;1140;8;mq;1320;mq;mq;mq;mq;mq;mq;
07149;20191201000000;101510;-110;6;90;5.800000;277.850000;274.150000;77;17230;2;2;2;100;7;3800;30;27;mq;100400;mq;mq;-730;mq;mq;mq;mq;mq;mq;mq;8.400000;9.700000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;3;3800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20191201000000;101560;-40;8;80;3.700000;277.050000;274.450000;83;20000;0;mq;mq;100;8;2250;mq;mq;mq;100100;mq;mq;-700;mq;mq;mq;mq;275.950000;mq;mq;5.400000;5.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;1;mq;2400;6;mq;3060;8;mq;3780;mq;mq;mq;
07181;20191201000000;101780;-110;6;90;3.500000;274.550000;271.650000;81;26220;0;mq;mq;100;8;4680;mq;mq;mq;97560;mq;mq;-510;mq;mq;mq;mq;273.050000;mq;mq;5.700000;6.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;4680;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20191201000000;101990;-70;7;350;1.500000;273.850000;272.650000;92;13720;0;mq;mq;100;8;5700;mq;mq;mq;100100;mq;mq;-280;mq;mq;mq;mq;271.550000;mq;mq;2.100000;2.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;5700;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20191201000000;101080;40;1;20;4.500000;280.950000;279.850000;93;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100560;mq;mq;-690;mq;mq;mq;mq;mq;mq;mq;6.200000;6.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.400000;20.800000;31.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20191201000000;101020;-20;7;290;1.100000;280.950000;280.850000;99;280;45;mq;mq;101;9;30;mq;mq;mq;100700;mq;mq;-880;mq;mq;mq;mq;281.550000;mq;mq;1.800000;2.900000;-10;2;0.000000;mq;mq;0.000000;0.000000;0.400000;11.100000;11.300000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20191201000000;101190;-70;6;90;3.600000;280.050000;279.950000;99;3420;10;mq;mq;100;8;80;mq;mq;mq;99820;mq;mq;-880;mq;mq;mq;mq;279.950000;mq;mq;5.000000;5.400000;-10;1;0.000000;mq;mq;0.000000;0.600000;3.000000;3.000000;3.000000;mq;mq;mq;mq;8;mq;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20191201000000;101290;-20;8;120;2.900000;279.550000;279.250000;98;2110;61;mq;mq;mq;mq;mq;mq;mq;mq;99270;mq;mq;-880;mq;mq;mq;mq;279.550000;mq;mq;3.900000;6.000000;-10;mq;0.000000;mq;mq;1.000000;3.600000;4.000000;4.000000;4.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20191201000000;101610;0;0;350;1.500000;277.650000;276.650000;93;10730;61;mq;mq;100;3;1250;mq;mq;mq;98830;mq;mq;-600;mq;mq;mq;mq;279.950000;mq;mq;2.100000;4.200000;-10;mq;0.000000;mq;mq;1.000000;1.200000;1.200000;1.200000;1.200000;mq;mq;mq;mq;3;mq;1350;8;mq;1560;mq;8;mq;mq;mq;mq;
07299;20191201000000;101920;-120;8;350;1.700000;274.050000;273.650000;97;5220;0;mq;mq;100;8;4680;mq;mq;mq;98530;mq;mq;-370;mq;mq;mq;mq;275.750000;mq;mq;2.600000;2.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;4680;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20191201000000;101100;-30;7;200;3.300000;284.850000;282.750000;87;12000;2;2;mq;100;8;800;38;mq;mq;100820;mq;mq;-830;mq;mq;mq;mq;mq;mq;mq;4.000000;6.800000;-10;2;mq;mq;mq;0.000000;3.300000;3.300000;7.400000;10.800000;mq;mq;mq;mq;8;6;600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20191201000000;101160;-40;6;200;4.400000;280.850000;280.450000;97;46540;0;mq;mq;mq;4;250;mq;mq;mq;99700;mq;mq;-920;mq;mq;mq;mq;280.850000;mq;mq;6.300000;10.300000;-10;1;0.000000;mq;mq;0.000000;-0.100000;0.600000;11.500000;11.700000;mq;mq;mq;mq;2;mq;210;4;mq;360;mq;mq;mq;mq;mq;mq;
07434;20191201000000;101290;-20;8;200;4.800000;280.250000;280.150000;99;19730;50;mq;mq;mq;mq;mq;mq;mq;mq;96480;mq;mq;-820;mq;mq;mq;mq;279.950000;mq;mq;7.400000;8.100000;-10;2;0.000000;mq;mq;0.400000;2.000000;4.600000;14.900000;14.900000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20191201000000;mq;-130;8;0;0.000000;278.550000;277.850000;95;2710;61;mq;mq;100;8;800;mq;mq;mq;91640;mq;756;-770;mq;mq;mq;mq;277.650000;mq;mq;0.900000;2.700000;-10;2;0.000000;mq;mq;4.200000;4.400000;4.600000;4.800000;4.800000;mq;mq;mq;mq;8;mq;720;mq;8;mq;mq;mq;mq;mq;mq;mq;
07481;20191201000000;101440;-80;8;130;3.500000;280.750000;278.050000;83;15000;60;6;2;100;7;1750;35;mq;mq;98540;mq;mq;-730;mq;mq;mq;mq;mq;mq;mq;5.300000;5.900000;-10;0;0.000000;0.000000;-60;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;7;6;1600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20191201000000;101250;-70;8;200;2.900000;282.050000;281.150000;94;16400;61;mq;mq;100;5;1250;mq;mq;mq;100670;mq;mq;-740;mq;mq;mq;mq;281.350000;mq;mq;4.300000;4.700000;-10;2;0.000000;mq;mq;-0.100000;0.600000;0.800000;7.800000;15.100000;mq;mq;mq;mq;5;mq;1320;7;mq;1680;7;mq;2160;mq;mq;mq;
07535;20191201000000;101410;-50;6;210;1.500000;281.350000;280.750000;96;11900;60;mq;mq;100;7;250;mq;mq;mq;98270;mq;mq;-730;mq;mq;mq;mq;281.050000;mq;mq;3.000000;4.500000;-10;2;0.000000;mq;mq;-0.100000;0.600000;3.600000;5.000000;5.400000;mq;mq;mq;mq;7;mq;210;7;mq;1290;8;mq;1920;mq;mq;mq;
07558;20191201000000;101380;-190;6;0;0.000000;278.350000;278.250000;99;300;45;mq;mq;mq;mq;mq;mq;mq;mq;92990;mq;mq;-740;mq;mq;mq;mq;279.050000;mq;mq;0.800000;1.200000;-10;mq;0.000000;mq;mq;0.800000;3.600000;3.600000;3.800000;3.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20191201000000;101390;-190;8;180;0.500000;281.850000;280.450000;91;2640;61;mq;mq;mq;mq;mq;mq;mq;mq;100490;mq;mq;-740;mq;mq;mq;mq;281.350000;mq;mq;1.200000;1.300000;-10;2;0.000000;mq;mq;1.200000;1.400000;1.400000;1.400000;1.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20191201000000;mq;-70;8;30;3.900000;279.550000;269.850000;50;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;91620;mq;796;-110;mq;mq;mq;mq;276.850000;mq;mq;7.200000;mq;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20191201000000;101330;-100;8;40;1.100000;279.950000;279.850000;99;5890;0;mq;mq;75;6;6480;mq;mq;mq;100610;mq;mq;-710;mq;mq;mq;mq;280.550000;mq;mq;1.600000;1.900000;-10;mq;mq;mq;mq;0.000000;0.000000;1.400000;9.100000;9.700000;mq;mq;mq;mq;6;mq;6480;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20191201000000;101410;-110;8;150;1.900000;279.350000;279.050000;98;49150;0;mq;mq;100;8;3900;mq;mq;mq;97030;mq;mq;-680;mq;mq;mq;mq;280.350000;mq;mq;3.200000;3.300000;-10;1;0.000000;mq;mq;0.000000;0.200000;7.100000;11.500000;11.500000;mq;mq;mq;mq;6;mq;3900;8;mq;4440;mq;mq;mq;mq;mq;mq;
07627;20191201000000;101410;-320;8;180;8.200000;280.450000;277.750000;83;20000;61;mq;mq;100;8;1750;mq;mq;mq;96450;mq;mq;-750;mq;mq;mq;mq;280.550000;mq;mq;12.800000;14.800000;-10;1;0.000000;mq;mq;1.200000;2.600000;9.500000;9.500000;9.500000;mq;mq;mq;mq;5;mq;1800;8;mq;2160;mq;mq;mq;mq;mq;mq;
07630;20191201000000;101490;-150;5;210;3.100000;281.850000;281.550000;98;11640;0;mq;mq;100;2;1250;mq;mq;mq;99670;mq;mq;-660;mq;mq;mq;mq;280.250000;mq;mq;4.500000;4.500000;-10;2;0.000000;mq;mq;0.000000;0.400000;2.200000;2.200000;2.200000;mq;mq;mq;mq;2;mq;1320;6;mq;2940;8;mq;3540;mq;mq;mq;
07650;20191201000000;101500;-120;6;100;5.600000;287.450000;285.450000;88;13730;58;mq;mq;100;8;450;mq;mq;mq;101120;mq;mq;-420;mq;mq;mq;mq;283.250000;mq;mq;8.300000;10.900000;-10;mq;0.000000;mq;mq;0.200000;0.600000;0.600000;0.600000;0.600000;mq;mq;mq;mq;7;mq;450;7;mq;630;8;mq;960;mq;mq;mq;
07661;20191201000000;101730;-80;8;80;6.900000;284.750000;284.150000;96;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100070;mq;mq;-20;mq;mq;mq;mq;mq;mq;mq;10.100000;12.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20191201000000;101930;-10;7;330;4.300000;284.250000;277.250000;62;50000;2;2;2;90;5;mq;35;mq;mq;101610;mq;mq;520;mq;mq;mq;mq;281.850000;mq;mq;5.800000;6.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;6;700;7;6;2200;mq;mq;mq;mq;mq;mq;
07747;20191201000000;101340;-80;8;300;3.300000;285.550000;280.250000;70;60000;0;mq;mq;100;8;1250;mq;mq;mq;100810;mq;mq;-780;mq;mq;mq;mq;284.850000;mq;mq;6.800000;6.900000;-10;0;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;1470;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20191201000000;101990;-70;6;30;4.500000;281.250000;278.550000;83;59960;0;mq;mq;mq;5;3360;mq;mq;mq;101880;mq;mq;250;mq;mq;mq;mq;279.350000;mq;mq;6.700000;6.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;mq;3360;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20191201000000;101990;0;5;220;2.000000;282.050000;280.050000;87;60000;0;mq;mq;mq;5;3540;mq;mq;mq;101840;mq;mq;600;mq;mq;mq;mq;282.850000;mq;mq;2.600000;2.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;3540;5;mq;7620;mq;mq;mq;mq;mq;mq;
61968;20191201000000;101140;130;6;140;0.800000;298.050000;297.150000;95;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101090;mq;mq;0;mq;296.950000;mq;305.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;1.000000;8.500000;8.500000;14.900000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20191201000000;101250;50;8;150;1.300000;296.750000;296.450000;98;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101180;mq;mq;10;mq;296.250000;mq;303.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20191201000000;101280;120;6;110;7.400000;300.350000;295.550000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101190;mq;mq;-60;mq;299.850000;mq;305.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20191201000000;101600;-60;6;120;7.900000;297.250000;291.450000;70;19930;0;mq;mq;mq;1;800;mq;mq;mq;101450;mq;mq;120;mq;mq;mq;mq;mq;mq;mq;10.800000;11.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;870;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;20191201000000;101300;110;3;200;3.800000;283.850000;279.250000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100950;mq;mq;600;mq;283.350000;mq;289.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20191201000000;99820;250;6;200;3.100000;278.750000;277.750000;93;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98060;mq;mq;-1280;mq;275.050000;mq;281.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;1.200000;1.800000;12.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20191201000000;97650;430;3;310;8.900000;275.050000;274.450000;96;8000;60;6;6;100;8;250;37;mq;mq;97570;mq;mq;-120;mq;mq;mq;mq;276.350000;mq;mq;12.500000;15.000000;-10;2;0.000000;0.000000;-60;0.600000;1.400000;3.800000;4.200000;4.200000;mq;mq;mq;mq;7;7;280;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78890;20191201000000;101260;110;2;300;1.700000;299.950000;295.150000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100940;mq;mq;150;mq;299.050000;mq;304.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20191201000000;101260;110;3;70;2.200000;298.650000;295.550000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100750;mq;mq;130;mq;295.950000;mq;301.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.600000;4.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20191201000000;101280;120;2;130;1.600000;298.150000;295.050000;83;31940;mq;mq;mq;mq;mq;mq;mq;mq;mq;101190;mq;mq;140;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20191201000000;101290;130;3;130;3.700000;300.350000;295.750000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100850;mq;mq;120;mq;297.650000;mq;305.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20191201000000;101140;160;3;0;0.000000;297.350000;297.050000;98;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101080;mq;mq;120;mq;295.550000;mq;307.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.200000;9.800000;9.800000;9.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20191201000000;101220;170;3;80;2.300000;298.950000;296.850000;88;44250;0;mq;mq;mq;1;800;mq;mq;mq;101130;mq;mq;170;305.250000;mq;305.250000;mq;299.550000;mq;mq;3.400000;4.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;690;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81408;20191201000000;101180;190;3;50;0.900000;299.550000;296.450000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101100;mq;mq;150;mq;295.450000;mq;306.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.400000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20191201000000;101080;170;3;0;0.000000;298.550000;297.150000;92;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99870;mq;mq;60;mq;296.350000;mq;307.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20191201030000;101620;-140;8;60;6.400000;276.450000;273.350000;80;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;100720;mq;mq;-640;mq;mq;mq;mq;275.150000;mq;mq;8.800000;9.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20191201030000;101820;-150;8;40;6.000000;275.650000;273.250000;84;15570;0;mq;mq;100;8;5700;mq;mq;mq;101230;mq;mq;-490;mq;mq;mq;mq;274.150000;mq;mq;8.100000;8.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;8;mq;5700;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20191201030000;101410;-90;6;60;12.600000;282.150000;276.750000;69;10000;2;2;mq;100;8;800;35;mq;mq;101300;mq;mq;-400;mq;mq;mq;mq;mq;mq;mq;18.200000;18.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;6;800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20191201030000;101410;-40;6;60;3.200000;277.250000;275.750000;90;9440;61;mq;mq;100;8;1250;mq;mq;mq;100580;mq;mq;-580;mq;mq;mq;mq;276.850000;mq;mq;4.900000;7.400000;-10;1;0.000000;mq;mq;1.600000;1.800000;1.800000;1.800000;1.800000;mq;mq;mq;mq;8;mq;1110;mq;9;mq;mq;mq;mq;mq;mq;mq;
07037;20191201030000;101470;-90;6;60;6.600000;276.050000;273.750000;85;43420;0;mq;mq;100;5;800;mq;mq;mq;99590;mq;mq;-730;mq;mq;mq;mq;277.050000;mq;mq;8.700000;9.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;mq;960;8;mq;3060;mq;mq;mq;mq;mq;mq;
07072;20191201030000;101480;-230;8;70;1.700000;275.950000;273.350000;83;20000;0;mq;mq;100;8;2880;mq;mq;mq;100300;mq;mq;-830;mq;mq;mq;mq;273.450000;mq;mq;2.600000;5.600000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;2880;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20191201030000;101350;60;2;40;3.700000;280.050000;279.350000;95;7020;0;mq;mq;100;8;250;mq;mq;mq;100150;mq;mq;-70;mq;mq;mq;mq;281.250000;mq;mq;5.400000;8.400000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;1.200000;13.700000;mq;mq;mq;mq;5;mq;270;5;mq;390;7;mq;660;mq;mq;mq;
07117;20191201030000;101330;10;3;70;7.300000;280.650000;279.450000;92;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100620;mq;mq;-270;mq;mq;mq;mq;mq;mq;mq;12.700000;13.500000;-10;mq;mq;mq;mq;0.000000;0.600000;2.200000;3.400000;6.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20191201030000;101160;0;5;10;3.600000;278.350000;277.750000;96;3590;10;mq;mq;100;8;150;mq;mq;mq;100700;mq;mq;-630;mq;mq;mq;mq;279.850000;mq;mq;5.500000;6.500000;-10;2;0.000000;mq;mq;0.000000;-0.100000;2.000000;10.700000;11.500000;mq;mq;mq;mq;8;mq;150;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20191201030000;101240;-60;8;40;4.700000;277.050000;276.050000;93;9350;0;mq;mq;100;8;450;mq;mq;mq;99460;mq;mq;-800;mq;mq;mq;mq;280.150000;mq;mq;6.500000;6.500000;-10;1;0.000000;mq;mq;-0.100000;0.200000;0.200000;0.200000;0.600000;mq;mq;mq;mq;8;mq;300;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20191201030000;101370;-140;7;60;3.400000;277.150000;275.350000;88;9280;61;6;6;100;7;450;35;mq;mq;100260;mq;mq;-850;mq;mq;mq;mq;mq;mq;mq;5.200000;6.100000;-10;2;0.000000;0.000000;-30;0.200000;0.400000;0.400000;0.400000;0.400000;mq;mq;mq;mq;7;6;530;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20191201030000;101340;-220;6;60;2.700000;276.650000;275.650000;93;12960;61;mq;mq;100;8;800;mq;mq;mq;99880;mq;mq;-950;mq;mq;mq;mq;275.950000;mq;mq;4.300000;4.500000;-10;2;0.000000;mq;mq;1.600000;2.600000;2.600000;2.600000;2.800000;mq;mq;mq;mq;8;mq;630;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20191201030000;101550;-220;8;90;3.500000;274.650000;271.550000;80;26200;61;mq;mq;100;8;1750;mq;mq;mq;97340;mq;mq;-800;mq;mq;mq;mq;273.050000;mq;mq;5.700000;7.600000;-10;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;3;mq;1920;8;mq;2460;mq;8;mq;mq;mq;mq;
07190;20191201030000;101850;-140;8;350;1.600000;273.750000;272.550000;92;21860;0;mq;mq;100;8;4260;mq;mq;mq;99960;mq;mq;-530;mq;mq;mq;mq;271.550000;mq;mq;1.800000;2.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;4260;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20191201030000;101150;60;3;10;4.800000;280.750000;279.350000;91;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100620;mq;mq;-410;mq;mq;mq;mq;mq;mq;mq;7.700000;7.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.400000;31.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
